 Ticket ID,Artist / Event ,Event Type,Venue,Event Date,Purchase Date,Customer Region,Ticket Type,Price (UZS),Quantity, Payment,Status,Rating
TK-11502,Navruz Gala Shou,Konsert,Humo Arena,2026-03-21,2026-02-25,Namangan,VIP,447948,3,naqd,kutilmoqda,
TK-12126,Navruz Gala Shou,Konsert,Humo Arena,2026-03-21,2026-03-08,Xorazm,Fan,89024,2,naqd,yakunlangan,4.6
TK-11450,Ulug'bek Rahmatullayev,KONSERT,Humo Arena,2026-03-22,2026-02-20,Xorazm,VIP,475095,4,karta,QAYTARILGAN,
TK-12168,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,05.04.2026,2026-02-04,Farg'ona,VIP,437 431 so'm,-2,qr,qaytarilgan,
TK-12133,Pakhtakor vs Lokomotiv,Futbol,Milliy Stadion,10.05.2026,2026-04-30,Farg'ona,Standart,148242,1,karta,YAKUNLANGAN,4.8
TK-10816,Pakhtakor vs Lokomotiv,Futbol,Milliy Stadion,2026-05-10,2026-03-11,Buxoro,VIP,470479,2,naqd,YAKUNLANGAN,4.4
TK-11067,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,03.05.2026,2026-04-06,Andijon,VIP,473577,-1,karta,qaytarilgan,
TK-10274,Navruz Gala Shou,KONSERT,Humo Arena,21.03.2026,2026-03-12,Xorazm,Standart,141818,3,karta,yakunlangan,3.6
TK-11762,Shaxlo Ismoilova,Konsert,Humo Arena,19.04.2026,2026-02-22,Xorazm,Standart,173625,-2,karta,QAYTARILGAN,
TK-10865,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,05.04.2026,2026-02-20,Samarqand,Fan,103079,4,naqd,yakunlangan,4.6
TK-10101,Muhabbat Shamayeva,Konsert,Uzbekiston Konsert Zali,2026-05-17,2026-04-05,Andijon,Fan,81223,2,qr,yakunlangan,4.1
TK-12204,Ulug'bek Rahmatullayev,konsert,Humo Arena,22.03.2026,2026-02-02,Xorazm,VIP,468818,3,karta,YAKUNLANGAN,3.8
TK-10107,Shaxlo Ismoilova,Konsert,Humo Arena,2026-04-19,2026-02-27,Toshkent,Standart,143443,1,qr,YAKUNLANGAN,4.5
TK-11628,Navruz Gala Shou,Konsert,Humo Arena,21.03.2026,2026-01-26,Samarqand,VIP,463884,4,qr,yakunlangan,4.8
TK-11535,Muhabbat Shamayeva,Konsert,Uzbekiston Konsert Zali,2026-05-17,2026-05-03,Toshkent,VIP,439912,3,qr,yakunlangan,5.0
TK-11410,Shaxlo Ismoilova,konsert,Humo Arena,2026-04-19,2026-03-18,Samarqand,Standart,173882,3,naqd,yakunlangan,3.7
TK-11264,Muhabbat Shamayeva,Konsert,Uzbekiston Konsert Zali,2026-05-17,2026-04-09,Xorazm,Standart,145 569 so'm,3,naqd,kutilmoqda,
TK-11688,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,2026-04-05,2026-04-02,Toshkent,Standart,168700,2,karta,yakunlangan,4.8
TK-11776,Navruz Gala Shou,Konsert,Humo Arena,2026-03-21,2026-03-20,Toshkent,VIP,471807,2,karta,yakunlangan,4.4
TK-11260,Muhabbat Shamayeva,Konsert,Uzbekiston Konsert Zali,2026-05-17,2026-04-10,Farg'ona,VIP,459151,2,karta,yakunlangan,4.5
TK-11551,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,2026-05-03,2026-04-20,Namangan,Fan,72577,4,naqd,yakunlangan,4.0
TK-10712,Shaxlo Ismoilova,Konsert,Humo Arena,2026-04-19,2026-04-06,Samarqand,Standart,172825,4,naqd,YAKUNLANGAN,4.6
TK-10072,QXL Stand-Up Show,StendAp,Hysteria Club,2026-04-26,2026-04-04,Andijon,Fan,79166,1,qr,yakunlangan,4.9
TK-11865,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,2026-04-12,2026-04-08,Andijon,VIP,463754,3,naqd,kutilmoqda,
TK-12442,Pakhtakor vs Lokomotiv,Futbol,Milliy Stadion,10.05.2026,2026-04-13,Buxoro,Standart,132473,2,karta,YAKUNLANGAN,3.7
TK-10481,Muhabbat Shamayeva,Konsert,Uzbekiston Konsert Zali,2026-05-17,2026-04-24,Xorazm,VIP,438729,4,karta,yakunlangan,4.3
TK-11724,Jasur Umirov,Konsert ,Uzbekiston Konsert Zali,2026-04-12,2026-04-03,Samarqand,VIP,460157,2,naqd,yakunlangan,4.5
TK-12166,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,03.05.2026,2026-03-18,Farg'ona,Fan,68414,2,karta,YAKUNLANGAN,4.2
TK-11171,Sevinch Mominova,Konsert,Humo Arena,2026-03-15,2026-02-09,Namangan,Fan,67615,3,karta,yakunlangan,4.4
TK-12072,Ulug'bek Rahmatullayev,Konsert,Humo Arena,2026-03-22,2026-03-17,Andijon,Fan,63020,3,karta,YAKUNLANGAN,4.8
TK-12432,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,2026-04-12,2026-03-04,Toshkent,Standart,153455,3,qr,YAKUNLANGAN,4.6
TK-10405,Jasur Umirov,KONSERT,Uzbekiston Konsert Zali,2026-04-12,2026-03-30,Namangan,Standart,160214,1,karta,qaytarilgan,
TK-10757,QXL Stand-Up Show,StendAp,Hysteria Club,2026-04-26,2026-04-21,Samarqand,Standart,130447,2,karta,yakunlangan,4.2
TK-11411,Ulug'bek Rahmatullayev,Konsert,Humo Arena,2026-03-22,2026-02-05,Samarqand,Standart,164971,2,karta,YAKUNLANGAN,5.0
TK-12415,Pakhtakor vs Lokomotiv,Futbol,Milliy Stadion,10.05.2026,2026-04-01,Toshkent,Standart,136 616 so'm,1,qr,YAKUNLANGAN,4.4
TK-11351,Jasur Umirov,Konsert ,Uzbekiston Konsert Zali,2026-04-12,2026-03-07,Andijon,Standart,176576,4,naqd,YAKUNLANGAN,4.3
TK-11832,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,03.05.2026,2026-03-04,Buxoro,Fan,74769,4,qr,YAKUNLANGAN,4.8
TK-10743,Navruz Gala Shou,Konsert,Humo Arena,2026-03-21,2026-01-30,Andijon,Fan,86374,3,qr,YAKUNLANGAN,4.2
TK-10806,Doniyor Otajonov,Konsert ,Uzbekiston Konsert Zali,2026-05-03,2026-04-07,Qashqadaryo,Fan,101406,1,naqd,yakunlangan,4.6
TK-12346,Muhabbat Shamayeva,Konsert,Uzbekiston Konsert Zali,17.05.2026,2026-04-07,Samarqand,Standart,159391,4,karta,yakunlangan,4.3
TK-12405,Shaxlo Ismoilova,Konsert,Humo Arena,19.04.2026,2026-04-18,Samarqand,Standart,158 690 so'm,3,qr,qaytarilgan,
TK-11966,Shaxlo Ismoilova,Konsert,Humo Arena,2026-04-19,2026-03-21,Xorazm,Fan,60 908 so'm,4,qr,yakunlangan,4.8
TK-11907,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,03.05.2026,2026-03-20,Buxoro,VIP,-50000,4,qr,yakunlangan,5.0
TK-10148,Shaxlo Ismoilova,KONSERT,Humo Arena,19.04.2026,2026-02-18,Toshkent,Standart,172669,3,naqd,yakunlangan,4.7
TK-11272,Navruz Gala Shou,Konsert,Humo Arena,2026-03-21,2026-03-09,Xorazm,VIP,457898,2,naqd,yakunlangan,3.6
TK-11487,Muhabbat Shamayeva,Konsert,Uzbekiston Konsert Zali,2026-05-17,2026-04-12,Farg'ona,VIP,465 410 so'm,3,naqd,YAKUNLANGAN,3.9
TK-10692,QXL Stand-Up Show,StendAp,Hysteria Club,26.04.2026,2026-03-17,Buxoro,VIP,443828,3,karta,QAYTARILGAN,
TK-10818,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,2026-04-12,2026-02-24,Namangan,Fan,60 610 so'm,1,karta,yakunlangan,4.0
TK-11820,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,2026-04-05,2026-03-08,Farg'ona,Fan,62609,1,naqd,yakunlangan,4.5
TK-12057,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,2026-04-12,2026-02-28,Andijon,VIP,466199,2,karta,yakunlangan,3.6
TK-11876,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,12.04.2026,2026-03-21,Samarqand,Standart,176246,4,karta,qaytarilgan,
TK-10701,SEVINCH MOMINOVA,Konsert,Humo Arena,15.03.2026,2026-02-06,Buxoro,VIP,448515,4,naqd,YAKUNLANGAN,3.6
TK-12248,Sevinch Mominova,Konsert,Humo Arena,15.03.2026,2026-01-31,Qashqadaryo,Standart,146257,1,qr,YAKUNLANGAN,4.5
TK-10921,Ulug'bek Rahmatullayev,Konsert ,Humo Arena,2026-03-22,2026-02-22,Qashqadaryo,Standart,136479,4,naqd,yakunlangan,3.5
TK-10905,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,2026-04-05,2026-03-12,Buxoro,Fan,62214,3,karta,yakunlangan,4.2
TK-10454,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,2026-04-12,2026-02-12,Qashqadaryo,Fan,77960,3,karta,yakunlangan,5.0
TK-11537,Muhabbat Shamayeva,Konsert,Uzbekiston Konsert Zali,2026-05-17,2026-05-12,Buxoro,Standart,164631,3,karta,YAKUNLANGAN,3.7
TK-11858,Sevinch Mominova,Konsert,Humo Arena,2026-03-15,2026-02-28,Farg'ona,VIP,457230,2,qr,yakunlangan,3.7
TK-11270,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,03.05.2026,2026-04-03,Toshkent,Standart,152 867 so'm,3,naqd,QAYTARILGAN,
TK-10167,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,12.04.2026,2026-03-19,Qashqadaryo,Fan,106564,4,naqd,yakunlangan,4.4
TK-10730,Shaxlo Ismoilova,Konsert,Humo Arena,2026-04-19,2026-04-16,Namangan,VIP,464128,4,naqd,yakunlangan,4.4
TK-12328,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,03.05.2026,2026-04-14,Buxoro,Standart,155010,3,qr,yakunlangan,3.6
TK-10026,Shaxlo Ismoilova,Konsert,Humo Arena,19.04.2026,2026-03-23,Andijon,VIP,469137,1,karta,yakunlangan,4.2
TK-11677,Muhabbat Shamayeva,Konsert,Uzbekiston Konsert Zali,17.05.2026,2026-03-30,Namangan,Standart,156120,4,naqd,qaytarilgan,5.0
TK-11576,QXL Stand-Up Show,StendAp,Hysteria Club,26.04.2026,2026-04-21,Toshkent,VIP,438383,1,naqd,kutilmoqda,
TK-10997,Shaxlo Ismoilova,Konsert,Humo Arena,2026-04-19,2026-03-01,Farg'ona,Standart,149466,2,karta,QAYTARILGAN,
TK-11176,Sevinch Mominova,KONSERT,Humo Arena,15.03.2026,2026-03-02,Farg'ona,Standart,143127,3,naqd,yakunlangan,4.8
TK-11040,Sevinch Mominova,Konsert,Humo Arena,2026-03-15,2026-01-28,Samarqand,Fan,70480,1,naqd,YAKUNLANGAN,5.0
TK-12163,Ulug'bek Rahmatullayev,KONSERT,Humo Arena,2026-03-22,2026-01-23,Farg'ona,VIP,470 790 so'm,1,karta,YAKUNLANGAN,3.6
TK-11299,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,2026-05-03,2026-04-08,Toshkent,Standart,169615,4,karta,YAKUNLANGAN,3.6
TK-11957,Navruz Gala Shou,Konsert ,Humo Arena,2026-03-21,2026-02-09,Qashqadaryo,VIP,470 856 so'm,1,naqd,yakunlangan,4.1
TK-10041,Navruz Gala Shou,Konsert,Humo Arena,21.03.2026,2026-03-13,Toshkent,Fan,64 219 so'm,3,qr,yakunlangan,4.9
TK-11336,Doniyor Otajonov,KONSERT,Uzbekiston Konsert Zali,03.05.2026,2026-04-05,Buxoro,Fan,104985,4,karta,yakunlangan,3.8
TK-11684,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,05.04.2026,2026-02-27,Andijon,Standart,137497,2,karta,yakunlangan,4.3
TK-11766,SEVINCH MOMINOVA,Konsert,Humo Arena,15.03.2026,2026-01-25,Buxoro,Fan,80 225 so'm,1,karta,yakunlangan,4.8
TK-11809,Ulug'bek Rahmatullayev,Konsert,Humo Arena,22.03.2026,2026-02-28,Buxoro,Fan,101241,4,naqd,yakunlangan,3.7
TK-12289,Pakhtakor vs Lokomotiv,Futbol,Milliy Stadion,10.05.2026,2026-03-18,Samarqand,Standart,146949,2,qr,yakunlangan,4.3
TK-10609,Shaxlo Ismoilova,KONSERT,Humo Arena,2026-04-19,2026-04-12,Toshkent,Standart,141674,1,karta,yakunlangan,4.0
TK-11132,Sevinch Mo'minova,Konsert,Humo Arena,15.03.2026,2026-01-14,Toshkent,VIP,463403,2,karta,YAKUNLANGAN,3.7
TK-10028,Navruz Gala Shou,Konsert,Humo Arena,2026-03-21,2026-02-16,Andijon,Standart,131080,2,qr,qaytarilgan,4.0
TK-10441,SEVINCH MOMINOVA,Konsert,Humo Arena,15.03.2026,2026-03-10,Xorazm,Standart,131328,2,qr,yakunlangan,5.0
TK-11454,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,2026-04-12,2026-02-20,Andijon,Fan,75856,4,qr,qaytarilgan,
TK-12093,QXL Stand-Up Show,StendAp,Hysteria Club,2026-04-26,2026-04-23,Samarqand,Fan,69115,4,naqd,qaytarilgan,
TK-10493,Muhabbat Shamayeva,Konsert,Uzbekiston Konsert Zali,2026-05-17,2026-04-19,Andijon,VIP,471826,3,naqd,qaytarilgan,
TK-11258,Pakhtakor vs Lokomotiv,Futbol,Milliy Stadion,10.05.2026,2026-04-05,Samarqand,Standart,150 596 so'm,1,qr,yakunlangan,3.9
TK-11950,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,05.04.2026,2026-03-29,Andijon,VIP,448794,4,qr,qaytarilgan,
TK-10236,SEVINCH MOMINOVA,Konsert,Humo Arena,15.03.2026,2026-02-11,Samarqand,VIP,473014,1,karta,yakunlangan,3.6
TK-10551,Ulug'bek Rahmatullayev,Konsert,Humo Arena,22.03.2026,2026-02-11,Andijon,Fan,84110,2,qr,kutilmoqda,
TK-10520,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,2026-04-05,2026-03-03,Farg'ona,Standart,158765,4,karta,qaytarilgan,
TK-12411,Ulug'bek Rahmatullayev,Konsert,Humo Arena,2026-03-22,2026-02-08,Farg'ona,VIP,441108,1,naqd,yakunlangan,4.8
TK-11232,Sevinch Mominova,Konsert,Humo Arena,2026-03-15,2026-01-29,Andijon,Fan,-150000,4,qr,kutilmoqda,
TK-11138,QXL Stand-Up Show,StendAp,Hysteria Club,2026-04-26,2026-03-29,Xorazm,Fan,84163,3,karta,yakunlangan,4.9
TK-10720,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,2026-05-03,2026-05-02,Xorazm,Standart,178 012 so'm,3,karta,YAKUNLANGAN,4.5
TK-11977,Navruz Gala Shou,Konsert,Humo Arena,21.03.2026,2026-02-18,Buxoro,Fan,106 978 so'm,1,naqd,yakunlangan,3.8
TK-12245,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,03.05.2026,2026-04-21,Farg'ona,VIP,435 150 so'm,3,qr,QAYTARILGAN,
TK-10058,Navruz Gala Shou,Konsert,Humo Arena,21.03.2026,2026-02-22,Andijon,Fan,79254,3,naqd,YAKUNLANGAN,3.7
TK-10631,Pakhtakor vs Lokomotiv,FUTBOL,Milliy Stadion,2026-05-10,2026-03-20,Samarqand,Fan,87515,3,karta,yakunlangan,4.8
TK-11181,QXL Stand-Up Show,StendAp,Hysteria Club,26.04.2026,2026-03-24,Xorazm,Standart,143803,1,naqd,yakunlangan,3.8
TK-11702,Shaxlo Ismoilova,Konsert,Humo Arena,2026-04-19,2026-04-05,Farg'ona,Fan,62664,4,qr,YAKUNLANGAN,3.7
TK-10592,Navruz Gala Shou,Konsert,Humo Arena,2026-03-21,2026-02-01,Namangan,Fan,73642,3,karta,yakunlangan,4.0
TK-12213,Ulug'bek Rahmatullayev,Konsert ,Humo Arena,22.03.2026,2026-02-03,Toshkent,VIP,466790,3,karta,yakunlangan,4.9
TK-10939,QXL Stand-Up Show,StendAp,Hysteria Club,2026-04-26,2026-03-15,Andijon,Fan,100 018 so'm,3,naqd,yakunlangan,4.6
TK-12364,Navruz Gala Shou,Konsert,Humo Arena,21.03.2026,2026-01-21,Toshkent,Fan,91 881 so'm,3,karta,yakunlangan,3.9
TK-11249,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,2026-05-03,2026-04-01,Qashqadaryo,Fan,74713,3,karta,YAKUNLANGAN,4.4
TK-10904,Navruz Gala Shou,Konsert,Humo Arena,2026-03-21,2026-02-04,Buxoro,Standart,151920,3,karta,yakunlangan,4.4
TK-11279,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,2026-04-12,2026-02-25,Namangan,Standart,142520,2,karta,yakunlangan,4.7
TK-12017,Muhabbat Shamayeva,Konsert,Uzbekiston Konsert Zali,2026-05-17,2026-05-04,Qashqadaryo,Fan,108796,4,naqd,YAKUNLANGAN,4.8
TK-12437,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,2026-05-03,2026-03-08,Toshkent,Standart,144785,4,karta,kutilmoqda,
TK-11744,Pakhtakor vs Bunyodkor,FUTBOL,Milliy Stadion,05.04.2026,2026-03-01,Samarqand,VIP,475131,4,qr,YAKUNLANGAN,4.2
TK-11800,Navruz Gala Shou,Konsert,Humo Arena,21.03.2026,2026-03-11,Buxoro,Fan,87809,3,karta,YAKUNLANGAN,3.6
TK-11925,Ulug'bek Rahmatullayev,konsert,Humo Arena,2026-03-22,2026-01-23,Samarqand,Standart,144 566 so'm,1,karta,yakunlangan,4.1
TK-12450,Ulug'bek Rahmatullayev,Konsert ,Humo Arena,22.03.2026,2026-01-30,Toshkent,Fan,61217,4,qr,YAKUNLANGAN,4.1
TK-10706,Ulug'bek Rahmatullayev,konsert,Humo Arena,2026-03-22,2026-01-27,Qashqadaryo,Fan,109 613 so'm,3,qr,QAYTARILGAN,
TK-11022,Pakhtakor vs Bunyodkor,futbol,Milliy Stadion,2026-04-05,2026-04-01,Samarqand,Fan,94835,4,qr,yakunlangan,3.9
TK-10745,QXL Stand-Up Show,StendAp,Hysteria Club,26.04.2026,2026-04-12,Andijon,VIP,468653,2,naqd,qaytarilgan,
TK-11897,Ulug'bek Rahmatullayev,KONSERT,Humo Arena,2026-03-22,2026-03-15,Buxoro,Fan,77450,4,karta,yakunlangan,3.9
TK-11477,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,2026-05-03,2026-04-10,Namangan,Standart,171 859 so'm,3,karta,kutilmoqda,
TK-10513,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,12.04.2026,2026-03-14,Farg'ona,Fan,87978,3,karta,QAYTARILGAN,
TK-10081,SEVINCH MOMINOVA,Konsert,Humo Arena,15.03.2026,2026-02-28,Qashqadaryo,VIP,479003,4,qr,QAYTARILGAN,
TK-12252,Pakhtakor vs Bunyodkor,FUTBOL,Milliy Stadion,2026-04-05,2026-02-14,Qashqadaryo,Fan,91764,3,naqd,yakunlangan,4.2
TK-11308,Navruz Gala Shou,Konsert ,Humo Arena,21.03.2026,2026-02-05,Farg'ona,VIP,449889,1,qr,kutilmoqda,
TK-10914,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,2026-04-05,2026-03-09,Samarqand,Fan,85030,4,naqd,YAKUNLANGAN,4.6
TK-12339,Pakhtakor vs Lokomotiv,futbol,Milliy Stadion,10.05.2026,2026-03-29,Toshkent,Fan,93 790 so'm,2,naqd,yakunlangan,3.8
TK-11883,QXL Stand-Up Show,StendAp,Hysteria Club,2026-04-26,2026-03-24,Buxoro,VIP,430170,3,karta,qaytarilgan,
TK-10150,SEVINCH MOMINOVA,Konsert ,Humo Arena,15.03.2026,2026-03-08,Namangan,Fan,100 658 so'm,1,karta,qaytarilgan,
TK-10774,Shaxlo Ismoilova,Konsert,Humo Arena,19.04.2026,2026-03-23,Farg'ona,VIP,450983,4,karta,YAKUNLANGAN,4.1
TK-10329,Navruz Gala Shou,Konsert,Humo Arena,2026-03-21,2026-01-23,Qashqadaryo,Standart,172 062 so'm,2,naqd,yakunlangan,4.6
TK-10006,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,12.04.2026,2026-03-15,Xorazm,VIP,446291,4,naqd,YAKUNLANGAN,3.8
TK-10943,sevinch mominova,Konsert,Humo Arena,2026-03-15,2026-03-10,Buxoro,VIP,458667,3,qr,yakunlangan,4.8
TK-11650,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,2026-05-03,2026-04-19,Xorazm,VIP,439 114 so'm,2,karta,yakunlangan,4.7
TK-10734,Navruz Gala Shou,Konsert,Humo Arena,21.03.2026,2026-02-15,Toshkent,Fan,93796,1,naqd,kutilmoqda,
TK-10909,Shaxlo Ismoilova,Konsert,Humo Arena,19.04.2026,2026-02-20,Qashqadaryo,Standart,167 727 so'm,2,qr,YAKUNLANGAN,3.8
TK-10468,Jasur Umirov,KONSERT,Uzbekiston Konsert Zali,12.04.2026,2026-04-09,Buxoro,Fan,89568,2,naqd,yakunlangan,4.8
TK-10181,Navruz Gala Shou,Konsert,Humo Arena,2026-03-21,2026-02-17,Buxoro,Fan,97354,2,naqd,yakunlangan,3.9
TK-10164,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,03.05.2026,2026-03-07,Andijon,VIP,455851,1,qr,YAKUNLANGAN,4.7
TK-10451,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,12.04.2026,2026-03-06,Toshkent,Standart,170313,4,karta,yakunlangan,4.5
TK-10490,Jasur Umirov,Konsert ,Uzbekiston Konsert Zali,2026-04-12,2026-04-06,Toshkent,VIP,452263,4,naqd,YAKUNLANGAN,4.2
TK-11446,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,2026-05-03,2026-04-07,Qashqadaryo,Standart,133 259 so'm,2,karta,QAYTARILGAN,
TK-11143,Doniyor Otajonov,Konsert ,Uzbekiston Konsert Zali,2026-05-03,2026-04-23,Buxoro,Standart,165 919 so'm,1,qr,qaytarilgan,
TK-11311,Muhabbat Shamayeva,konsert,Uzbekiston Konsert Zali,2026-05-17,2026-03-21,Buxoro,Standart,173225,3,naqd,yakunlangan,4.3
TK-12242,Ulug'bek Rahmatullayev,Konsert ,Humo Arena,2026-03-22,2026-03-18,Samarqand,VIP,465810,4,naqd,yakunlangan,3.8
TK-11111,Muhabbat Shamayeva,Konsert,Uzbekiston Konsert Zali,17.05.2026,2026-03-30,Xorazm,Standart,165362,1,qr,kutilmoqda,
TK-12419,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,2026-04-05,2026-03-20,Andijon,Standart,175837,2,karta,YAKUNLANGAN,3.8
TK-12310,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,03.05.2026,2026-04-29,Qashqadaryo,VIP,449221,3,naqd,qaytarilgan,
TK-11539,Jasur Umirov,Konsert ,Uzbekiston Konsert Zali,12.04.2026,2026-02-11,Farg'ona,Standart,135 259 so'm,2,qr,YAKUNLANGAN,4.8
TK-11774,sevinch mominova,Konsert,Humo Arena,15.03.2026,2026-03-05,Buxoro,VIP,432358,4,naqd,yakunlangan,4.5
TK-11533,Pakhtakor vs Lokomotiv,Futbol,Milliy Stadion,2026-05-10,2026-04-26,Buxoro,Fan,64 895 so'm,3,karta,YAKUNLANGAN,4.6
TK-12134,Muhabbat Shamayeva,Konsert,Uzbekiston Konsert Zali,17.05.2026,2026-03-27,Andijon,VIP,456 167 so'm,4,qr,yakunlangan,4.5
TK-11918,Pakhtakor vs Lokomotiv,futbol,Milliy Stadion,2026-05-10,2026-04-07,Samarqand,Standart,154848,3,qr,YAKUNLANGAN,3.7
TK-11793,Shaxlo Ismoilova,Konsert,Humo Arena,19.04.2026,2026-03-22,Farg'ona,Standart,168 072 so'm,3,naqd,qaytarilgan,
TK-11857,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,05.04.2026,2026-03-30,Xorazm,VIP,449804,3,naqd,YAKUNLANGAN,4.6
TK-10327,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,2026-04-12,2026-02-21,Samarqand,VIP,444707,3,qr,yakunlangan,3.8
TK-10442,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,2026-04-12,2026-04-02,Samarqand,Standart,139906,1,naqd,YAKUNLANGAN,4.4
TK-12306,QXL Stand-Up Show,StendAp,Hysteria Club,26.04.2026,2026-04-14,Farg'ona,Standart,139 961 so'm,3,qr,kutilmoqda,
TK-11447,Pakhtakor vs Lokomotiv,Futbol,Milliy Stadion,10.05.2026,2026-04-15,Toshkent,Fan,64966,3,naqd,yakunlangan,4.7
TK-10832,Pakhtakor vs Lokomotiv,Futbol,Milliy Stadion,2026-05-10,2026-04-22,Samarqand,Fan,104 815 so'm,1,karta,yakunlangan,4.0
TK-12331,Navruz Gala Shou,Konsert,Humo Arena,2026-03-21,2026-02-07,Namangan,VIP,446219,3,naqd,YAKUNLANGAN,4.1
TK-11961,Pakhtakor vs Lokomotiv,Futbol,Milliy Stadion,2026-05-10,2026-04-09,Toshkent,Fan,78133,2,karta,kutilmoqda,
TK-11356,Shaxlo Ismoilova,Konsert,Humo Arena,19.04.2026,2026-03-13,Farg'ona,VIP,436 798 so'm,2,karta,yakunlangan,3.7
TK-10086,Sevinch Mominova,Konsert,Humo Arena,2026-03-15,2026-02-20,Buxoro,Standart,132 117 so'm,1,qr,yakunlangan,3.8
TK-12479,Navruz Gala Shou,Konsert,Humo Arena,2026-03-21,2026-03-14,Farg'ona,VIP,471587,3,naqd,YAKUNLANGAN,3.6
TK-10777,QXL Stand-Up Show,StendAp,Hysteria Club,26.04.2026,2026-04-15,Toshkent,VIP,437645,1,qr,yakunlangan,4.6
TK-11692,Pakhtakor vs Bunyodkor,FUTBOL,Milliy Stadion,05.04.2026,2026-02-06,Samarqand,Standart,149680,3,karta,yakunlangan,4.0
TK-10054,Doniyor Otajonov,Konsert,Uzbekiston Konsert Zali,2026-05-03,2026-03-10,Buxoro,Fan,80 813 so'm,2,karta,yakunlangan,4.3
TK-11944,Doniyor Otajonov,KONSERT,Uzbekiston Konsert Zali,2026-05-03,2026-04-07,Toshkent,VIP,433163,1,naqd,yakunlangan,4.6
TK-11287,Shaxlo Ismoilova,Konsert,Humo Arena,2026-04-19,2026-03-29,Andijon,Fan,73 396 so'm,2,karta,yakunlangan,4.2
TK-11746,Pakhtakor vs Bunyodkor,Futbol,Milliy Stadion,2026-04-05,2026-03-07,Qashqadaryo,Standart,179253,2,qr,yakunlangan,4.6
TK-12145,Ulug'bek Rahmatullayev,konsert,Humo Arena,2026-03-22,2026-03-03,Buxoro,Standart,141582,2,qr,YAKUNLANGAN,4.4
TK-11245,Pakhtakor vs Lokomotiv,Futbol,Milliy Stadion,10.05.2026,2026-04-25,Xorazm,Standart,144 717 so'm,4,naqd,qaytarilgan,
TK-10113,Muhabbat Shamayeva,Konsert,Uzbekiston Konsert Zali,17.05.2026,2026-04-11,Farg'ona,VIP,451013,2,karta,YAKUNLANGAN,3.9
TK-12380,Ulug'bek Rahmatullayev,KONSERT,Humo Arena,22.03.2026,2026-01-23,Samarqand,VIP,474295,1,naqd,yakunlangan,4.6
TK-10987,Shaxlo Ismoilova,Konsert,Humo Arena,19.04.2026,2026-03-17,Namangan,VIP,467426,4,karta,yakunlangan,3.8
TK-11953,Doniyor Otajonov,Konsert ,Uzbekiston Konsert Zali,2026-05-03,2026-04-24,Namangan,VIP,451972,1,karta,yakunlangan,4.2
TK-11626,Navruz Gala Shou,KONSERT,Humo Arena,21.03.2026,2026-02-04,Namangan,VIP,455215,4,qr,yakunlangan,4.6
TK-11009,Jasur Umirov,Konsert,Uzbekiston Konsert Zali,2026-04-12,2026-03-19,Namangan,VIP,464688,2,karta,yakunlangan,4.9
