ticket_id,artist_event,event_type,venue,event_date,purchase_date,customer_region,ticket_type,price_uzs,quantity,payment,status,rating,revenue
TK-12252,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-02-14,qashqadaryo,fan,91764,3,naqd,yakunlangan,4.2,275292
TK-11308,navruz gala shou,konsert,humo arena,21.03.2026,2026-02-05,farg'ona,vip,449889,1,qr,kutilmoqda,,449889
TK-10914,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-03-09,samarqand,fan,85030,4,naqd,yakunlangan,4.6,340120
TK-12339,pakhtakor vs lokomotiv,futbol,milliy stadion,10.05.2026,2026-03-29,toshkent,fan,93790,2,naqd,yakunlangan,3.8,187580
TK-11883,qxl stand-up show,stendap,hysteria club,2026-04-26,2026-03-24,buxoro,vip,430170,3,karta,qaytarilgan,,1290510
TK-10150,sevinch mominova,konsert,humo arena,15.03.2026,2026-03-08,namangan,fan,100658,1,karta,qaytarilgan,,100658
TK-10774,shaxlo ismoilova,konsert,humo arena,19.04.2026,2026-03-23,farg'ona,vip,450983,4,karta,yakunlangan,4.1,1803932
TK-10329,navruz gala shou,konsert,humo arena,2026-03-21,2026-01-23,qashqadaryo,standart,172062,2,naqd,yakunlangan,4.6,344124
TK-10006,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-03-15,xorazm,vip,446291,4,naqd,yakunlangan,3.8,1785164
TK-10943,sevinch mominova,konsert,humo arena,2026-03-15,2026-03-10,buxoro,vip,458667,3,qr,yakunlangan,4.8,1376001
TK-11650,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-04-19,xorazm,vip,439114,2,karta,yakunlangan,4.7,878228
TK-10734,navruz gala shou,konsert,humo arena,21.03.2026,2026-02-15,toshkent,fan,93796,1,naqd,kutilmoqda,,93796
TK-10909,shaxlo ismoilova,konsert,humo arena,19.04.2026,2026-02-20,qashqadaryo,standart,167727,2,qr,yakunlangan,3.8,335454
TK-10468,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-04-09,buxoro,fan,89568,2,naqd,yakunlangan,4.8,179136
TK-10181,navruz gala shou,konsert,humo arena,2026-03-21,2026-02-17,buxoro,fan,97354,2,naqd,yakunlangan,3.9,194708
TK-10164,doniyor otajonov,konsert,uzbekiston konsert zali,03.05.2026,2026-03-07,andijon,vip,455851,1,qr,yakunlangan,4.7,455851
TK-10451,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-03-06,toshkent,standart,170313,4,karta,yakunlangan,4.5,681252
TK-10490,jasur umirov,konsert,uzbekiston konsert zali,2026-04-12,2026-04-06,toshkent,vip,452263,4,naqd,yakunlangan,4.2,1809052
TK-11446,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-04-07,qashqadaryo,standart,133259,2,karta,qaytarilgan,,266518
TK-11143,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-04-23,buxoro,standart,165919,1,qr,qaytarilgan,,165919
TK-11311,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-03-21,buxoro,standart,173225,3,naqd,yakunlangan,4.3,519675
TK-12242,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-03-18,samarqand,vip,465810,4,naqd,yakunlangan,3.8,1863240
TK-11111,muhabbat shamayeva,konsert,uzbekiston konsert zali,17.05.2026,2026-03-30,xorazm,standart,165362,1,qr,kutilmoqda,,165362
TK-12419,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-03-20,andijon,standart,175837,2,karta,yakunlangan,3.8,351674
TK-12310,doniyor otajonov,konsert,uzbekiston konsert zali,03.05.2026,2026-04-29,qashqadaryo,vip,449221,3,naqd,qaytarilgan,,1347663
TK-11539,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-02-11,farg'ona,standart,135259,2,qr,yakunlangan,4.8,270518
TK-11774,sevinch mominova,konsert,humo arena,15.03.2026,2026-03-05,buxoro,vip,432358,4,naqd,yakunlangan,4.5,1729432
TK-11533,pakhtakor vs lokomotiv,futbol,milliy stadion,2026-05-10,2026-04-26,buxoro,fan,64895,3,karta,yakunlangan,4.6,194685
TK-12134,muhabbat shamayeva,konsert,uzbekiston konsert zali,17.05.2026,2026-03-27,andijon,vip,456167,4,qr,yakunlangan,4.5,1824668
TK-11918,pakhtakor vs lokomotiv,futbol,milliy stadion,2026-05-10,2026-04-07,samarqand,standart,154848,3,qr,yakunlangan,3.7,464544
TK-11793,shaxlo ismoilova,konsert,humo arena,19.04.2026,2026-03-22,farg'ona,standart,168072,3,naqd,qaytarilgan,,504216
TK-11857,pakhtakor vs bunyodkor,futbol,milliy stadion,05.04.2026,2026-03-30,xorazm,vip,449804,3,naqd,yakunlangan,4.6,1349412
TK-10327,jasur umirov,konsert,uzbekiston konsert zali,2026-04-12,2026-02-21,samarqand,vip,444707,3,qr,yakunlangan,3.8,1334121
TK-10442,jasur umirov,konsert,uzbekiston konsert zali,2026-04-12,2026-04-02,samarqand,standart,139906,1,naqd,yakunlangan,4.4,139906
TK-12306,qxl stand-up show,stendap,hysteria club,26.04.2026,2026-04-14,farg'ona,standart,139961,3,qr,kutilmoqda,,419883
TK-11447,pakhtakor vs lokomotiv,futbol,milliy stadion,10.05.2026,2026-04-15,toshkent,fan,64966,3,naqd,yakunlangan,4.7,194898
TK-10832,pakhtakor vs lokomotiv,futbol,milliy stadion,2026-05-10,2026-04-22,samarqand,fan,104815,1,karta,yakunlangan,4.0,104815
TK-12331,navruz gala shou,konsert,humo arena,2026-03-21,2026-02-07,namangan,vip,446219,3,naqd,yakunlangan,4.1,1338657
TK-11961,pakhtakor vs lokomotiv,futbol,milliy stadion,2026-05-10,2026-04-09,toshkent,fan,78133,2,karta,kutilmoqda,,156266
TK-11356,shaxlo ismoilova,konsert,humo arena,19.04.2026,2026-03-13,farg'ona,vip,436798,2,karta,yakunlangan,3.7,873596
TK-10086,sevinch mominova,konsert,humo arena,2026-03-15,2026-02-20,buxoro,standart,132117,1,qr,yakunlangan,3.8,132117
TK-12479,navruz gala shou,konsert,humo arena,2026-03-21,2026-03-14,farg'ona,vip,471587,3,naqd,yakunlangan,3.6,1414761
TK-10777,qxl stand-up show,stendap,hysteria club,26.04.2026,2026-04-15,toshkent,vip,437645,1,qr,yakunlangan,4.6,437645
TK-11692,pakhtakor vs bunyodkor,futbol,milliy stadion,05.04.2026,2026-02-06,samarqand,standart,149680,3,karta,yakunlangan,4.0,449040
TK-10054,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-03-10,buxoro,fan,80813,2,karta,yakunlangan,4.3,161626
TK-11944,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-04-07,toshkent,vip,433163,1,naqd,yakunlangan,4.6,433163
TK-11287,shaxlo ismoilova,konsert,humo arena,2026-04-19,2026-03-29,andijon,fan,73396,2,karta,yakunlangan,4.2,146792
TK-11746,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-03-07,qashqadaryo,standart,179253,2,qr,yakunlangan,4.6,358506
TK-12145,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-03-03,buxoro,standart,141582,2,qr,yakunlangan,4.4,283164
TK-11245,pakhtakor vs lokomotiv,futbol,milliy stadion,10.05.2026,2026-04-25,xorazm,standart,144717,4,naqd,qaytarilgan,,578868
TK-10113,muhabbat shamayeva,konsert,uzbekiston konsert zali,17.05.2026,2026-04-11,farg'ona,vip,451013,2,karta,yakunlangan,3.9,902026
TK-12380,ulugbek rahmatullayev,konsert,humo arena,22.03.2026,2026-01-23,samarqand,vip,474295,1,naqd,yakunlangan,4.6,474295
TK-10987,shaxlo ismoilova,konsert,humo arena,19.04.2026,2026-03-17,namangan,vip,467426,4,karta,yakunlangan,3.8,1869704
TK-11953,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-04-24,namangan,vip,451972,1,karta,yakunlangan,4.2,451972
TK-11626,navruz gala shou,konsert,humo arena,21.03.2026,2026-02-04,namangan,vip,455215,4,qr,yakunlangan,4.6,1820860
TK-11009,jasur umirov,konsert,uzbekiston konsert zali,2026-04-12,2026-03-19,namangan,vip,464688,2,karta,yakunlangan,4.9,929376
TK-11198,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-04-28,samarqand,vip,466127,4,karta,yakunlangan,4.8,1864508
TK-10589,ulugbek rahmatullayev,konsert,humo arena,22.03.2026,2026-02-11,toshkent,fan,95308,4,karta,yakunlangan,4.0,381232
TK-10768,navruz gala shou,konsert,humo arena,21.03.2026,2026-02-03,andijon,vip,467675,3,karta,kutilmoqda,,1403025
TK-10017,ulugbek rahmatullayev,konsert,humo arena,22.03.2026,2026-02-08,xorazm,vip,476903,1,naqd,yakunlangan,4.1,476903
TK-12081,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-03-05,xorazm,standart,178937,4,naqd,yakunlangan,4.9,715748
TK-10285,doniyor otajonov,konsert,uzbekiston konsert zali,03.05.2026,2026-03-23,namangan,vip,451749,3,qr,kutilmoqda,,1355247
TK-10428,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-04-15,buxoro,fan,98593,1,naqd,yakunlangan,4.9,98593
TK-11992,ulugbek rahmatullayev,konsert,humo arena,22.03.2026,2026-01-28,xorazm,standart,132587,2,qr,yakunlangan,3.9,265174
TK-11405,sevinch mominova,konsert,humo arena,2026-03-15,2026-03-14,andijon,standart,175563,2,karta,yakunlangan,4.6,351126
TK-10669,qxl stand-up show,stendap,hysteria club,2026-04-26,2026-03-04,qashqadaryo,fan,86395,3,naqd,yakunlangan,4.1,259185
TK-10031,pakhtakor vs bunyodkor,futbol,milliy stadion,05.04.2026,2026-03-13,samarqand,standart,137063,3,naqd,qaytarilgan,,411189
TK-11341,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-03-07,namangan,fan,104530,1,qr,yakunlangan,3.8,104530
TK-10722,qxl stand-up show,stendap,hysteria club,26.04.2026,2026-04-09,farg'ona,vip,468918,3,naqd,yakunlangan,3.5,1406754
TK-10951,qxl stand-up show,stendap,hysteria club,26.04.2026,2026-04-14,toshkent,standart,178378,3,qr,yakunlangan,4.3,535134
TK-11828,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-04-09,toshkent,standart,159766,4,qr,yakunlangan,4.6,639064
TK-10214,qxl stand-up show,stendap,hysteria club,26.04.2026,2026-03-09,samarqand,standart,151175,3,naqd,yakunlangan,4.5,453525
TK-11854,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-03-19,xorazm,vip,446046,4,karta,yakunlangan,4.2,1784184
TK-11164,ulugbek rahmatullayev,konsert,humo arena,22.03.2026,2026-01-22,farg'ona,standart,147085,4,karta,yakunlangan,3.9,588340
TK-10326,doniyor otajonov,konsert,uzbekiston konsert zali,03.05.2026,2026-04-20,andijon,vip,478999,2,qr,yakunlangan,4.7,957998
TK-10560,muhabbat shamayeva,konsert,uzbekiston konsert zali,17.05.2026,2026-03-30,samarqand,standart,168835,1,karta,kutilmoqda,,168835
TK-11383,sevinch mominova,konsert,humo arena,2026-03-15,2026-01-28,xorazm,standart,172274,3,karta,yakunlangan,4.5,516822
TK-11086,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-05-03,farg'ona,vip,435207,2,karta,qaytarilgan,,870414
TK-11898,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-03-26,toshkent,vip,479303,2,naqd,yakunlangan,4.9,958606
TK-10341,sevinch mominova,konsert,humo arena,2026-03-15,2026-03-02,xorazm,fan,70326,2,qr,yakunlangan,4.9,140652
TK-10147,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-02-15,farg'ona,vip,453775,1,karta,yakunlangan,4.8,453775
TK-11908,qxl stand-up show,stendap,hysteria club,26.04.2026,2026-02-27,xorazm,vip,474830,4,naqd,yakunlangan,4.3,1899320
TK-12031,sevinch mominova,konsert,humo arena,15.03.2026,2026-01-24,andijon,vip,463683,2,naqd,qaytarilgan,,927366
TK-11107,jasur umirov,konsert,uzbekiston konsert zali,2026-04-12,2026-03-28,andijon,standart,153680,3,qr,yakunlangan,4.7,461040
TK-10848,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-02-04,xorazm,vip,438746,4,karta,yakunlangan,4.5,1754984
TK-10966,sevinch mominova,konsert,humo arena,2026-03-15,2026-03-13,qashqadaryo,fan,77183,2,naqd,kutilmoqda,,154366
TK-11072,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-03-18,buxoro,standart,149572,1,qr,qaytarilgan,,149572
TK-10155,sevinch mominova,konsert,humo arena,2026-03-15,2026-02-07,xorazm,standart,157668,4,naqd,yakunlangan,4.8,630672
TK-11723,sevinch mominova,konsert,humo arena,15.03.2026,2026-01-18,andijon,fan,0,4,naqd,yakunlangan,4.7,0
TK-12400,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-02-04,namangan,standart,172401,3,qr,yakunlangan,3.7,517203
TK-11002,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-04-27,buxoro,fan,95984,3,karta,yakunlangan,4.9,287952
TK-11913,shaxlo ismoilova,konsert,humo arena,2026-04-19,2026-03-15,xorazm,fan,82705,1,karta,kutilmoqda,,82705
TK-12127,muhabbat shamayeva,konsert,uzbekiston konsert zali,17.05.2026,2026-05-15,qashqadaryo,vip,439705,1,qr,yakunlangan,4.8,439705
TK-11917,ulugbek rahmatullayev,konsert,humo arena,22.03.2026,2026-02-01,toshkent,fan,66491,3,naqd,yakunlangan,4.7,199473
TK-12246,qxl stand-up show,stendap,hysteria club,2026-04-26,2026-04-25,xorazm,fan,83324,4,qr,kutilmoqda,,333296
TK-11969,doniyor otajonov,konsert,uzbekiston konsert zali,03.05.2026,2026-03-14,samarqand,fan,104816,3,naqd,yakunlangan,3.8,314448
TK-11203,qxl stand-up show,stendap,hysteria club,26.04.2026,2026-03-30,namangan,vip,433421,1,naqd,kutilmoqda,,433421
TK-11690,navruz gala shou,konsert,humo arena,21.03.2026,2026-03-05,farg'ona,standart,131233,1,naqd,yakunlangan,3.6,131233
TK-12384,doniyor otajonov,konsert,uzbekiston konsert zali,03.05.2026,2026-03-19,samarqand,standart,163304,1,karta,yakunlangan,3.5,163304
TK-11584,sevinch mominova,konsert,humo arena,2026-03-15,2026-01-16,buxoro,vip,470068,4,naqd,yakunlangan,4.5,1880272
TK-11712,pakhtakor vs lokomotiv,futbol,milliy stadion,10.05.2026,2026-03-31,farg'ona,fan,103683,1,karta,yakunlangan,3.5,103683
TK-12009,shaxlo ismoilova,konsert,humo arena,19.04.2026,2026-03-30,qashqadaryo,standart,166117,4,qr,kutilmoqda,,664468
TK-10875,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-02-12,farg'ona,standart,135275,4,karta,yakunlangan,4.5,541100
TK-12279,qxl stand-up show,stendap,hysteria club,26.04.2026,2026-04-14,samarqand,standart,159843,2,karta,yakunlangan,4.0,319686
TK-10938,jasur umirov,konsert,uzbekiston konsert zali,2026-04-12,2026-04-09,toshkent,standart,159761,3,qr,yakunlangan,4.7,479283
TK-12281,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-03-27,buxoro,fan,93399,2,karta,qaytarilgan,,186798
TK-10346,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-03-22,andijon,vip,454960,1,naqd,kutilmoqda,,454960
TK-12119,pakhtakor vs lokomotiv,futbol,milliy stadion,10.05.2026,2026-03-16,samarqand,fan,94692,4,naqd,yakunlangan,3.8,378768
TK-11653,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-03-05,samarqand,standart,134468,4,qr,yakunlangan,3.5,537872
TK-10385,sevinch mominova,konsert,humo arena,2026-03-15,2026-02-19,andijon,standart,146790,2,karta,qaytarilgan,,293580
TK-12132,sevinch mominova,konsert,humo arena,2026-03-15,2026-01-24,buxoro,fan,92274,4,qr,yakunlangan,4.4,369096
TK-11694,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-03-11,namangan,vip,477383,3,karta,yakunlangan,4.7,1432149
TK-10243,jasur umirov,konsert,uzbekiston konsert zali,2026-04-12,2026-02-19,samarqand,standart,179094,1,qr,yakunlangan,4.0,179094
TK-11545,qxl stand-up show,stendap,hysteria club,26.04.2026,2026-02-28,xorazm,fan,104261,1,qr,yakunlangan,4.1,104261
TK-10936,qxl stand-up show,stendap,hysteria club,2026-04-26,2026-03-18,qashqadaryo,fan,91490,3,qr,yakunlangan,4.4,274470
TK-12443,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-03-18,farg'ona,standart,167384,3,karta,yakunlangan,4.1,502152
TK-10312,sevinch mominova,konsert,humo arena,15.03.2026,2026-02-18,qashqadaryo,fan,64889,2,naqd,yakunlangan,3.8,129778
TK-12478,pakhtakor vs lokomotiv,futbol,milliy stadion,10.05.2026,2026-04-30,samarqand,fan,94472,3,naqd,yakunlangan,3.8,283416
TK-11674,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-03-09,samarqand,fan,74005,3,karta,yakunlangan,4.7,222015
TK-11332,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-02-14,toshkent,standart,130064,3,naqd,yakunlangan,5.0,390192
TK-10968,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-03-22,buxoro,fan,74728,3,karta,yakunlangan,4.7,224184
TK-10660,navruz gala shou,konsert,humo arena,21.03.2026,2026-02-07,andijon,vip,452356,4,naqd,yakunlangan,4.3,1809424
TK-10935,shaxlo ismoilova,konsert,humo arena,2026-04-19,2026-03-20,samarqand,vip,472464,1,naqd,yakunlangan,3.9,472464
TK-10370,qxl stand-up show,stendap,hysteria club,2026-04-26,2026-03-25,xorazm,vip,440067,3,qr,yakunlangan,4.9,1320201
TK-10566,pakhtakor vs lokomotiv,futbol,milliy stadion,10.05.2026,2026-03-13,toshkent,fan,90313,1,karta,yakunlangan,3.6,90313
TK-12029,ulugbek rahmatullayev,konsert,humo arena,22.03.2026,2026-02-02,farg'ona,standart,169858,1,qr,yakunlangan,4.6,169858
TK-10824,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-03-10,toshkent,standart,130911,4,karta,yakunlangan,4.7,523644
TK-10982,navruz gala shou,konsert,humo arena,2026-03-21,2026-03-06,farg'ona,fan,101861,4,karta,yakunlangan,3.6,407444
TK-12050,sevinch mominova,konsert,humo arena,2026-03-15,2026-01-23,namangan,fan,104280,1,naqd,yakunlangan,4.2,104280
TK-12452,jasur umirov,konsert,uzbekiston konsert zali,2026-04-12,2026-04-09,namangan,vip,473331,3,qr,qaytarilgan,,1419993
TK-12184,pakhtakor vs lokomotiv,futbol,milliy stadion,10.05.2026,2026-03-28,qashqadaryo,vip,461190,2,naqd,yakunlangan,4.5,922380
TK-11767,pakhtakor vs lokomotiv,futbol,milliy stadion,10.05.2026,2026-04-16,toshkent,standart,140943,1,naqd,yakunlangan,4.9,140943
TK-10813,shaxlo ismoilova,konsert,humo arena,19.04.2026,2026-03-07,xorazm,fan,104836,2,naqd,yakunlangan,4.0,209672
TK-11430,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-04-05,samarqand,standart,139466,1,karta,qaytarilgan,,139466
TK-10778,qxl stand-up show,stendap,hysteria club,2026-04-26,2026-04-17,qashqadaryo,vip,0,1,karta,yakunlangan,4.4,0
TK-11320,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-02-05,buxoro,fan,79131,4,qr,yakunlangan,4.6,316524
TK-12486,pakhtakor vs bunyodkor,futbol,milliy stadion,2026-04-05,2026-03-20,buxoro,fan,80062,1,naqd,yakunlangan,4.9,80062
TK-11052,jasur umirov,konsert,uzbekiston konsert zali,2026-04-12,2026-04-06,qashqadaryo,vip,444894,1,naqd,yakunlangan,3.5,444894
TK-11879,doniyor otajonov,konsert,uzbekiston konsert zali,03.05.2026,2026-03-12,andijon,vip,447728,1,naqd,yakunlangan,4.7,447728
TK-11013,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-02-08,andijon,vip,444002,4,karta,yakunlangan,4.7,1776008
TK-11401,pakhtakor vs lokomotiv,futbol,milliy stadion,10.05.2026,2026-04-22,andijon,fan,105415,4,naqd,qaytarilgan,,421660
TK-11916,qxl stand-up show,stendap,hysteria club,26.04.2026,2026-03-17,samarqand,standart,165905,3,qr,yakunlangan,3.8,497715
TK-12106,sevinch mominova,konsert,humo arena,2026-03-15,2026-01-28,namangan,standart,174926,4,naqd,yakunlangan,4.1,699704
TK-11817,jasur umirov,konsert,uzbekiston konsert zali,2026-04-12,2026-03-02,namangan,vip,438526,3,naqd,yakunlangan,3.7,1315578
TK-10126,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-03-26,namangan,fan,89516,2,naqd,yakunlangan,4.8,179032
TK-10887,sevinch mominova,konsert,humo arena,15.03.2026,2026-03-06,qashqadaryo,standart,131811,3,qr,yakunlangan,3.7,395433
TK-12076,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-03-22,xorazm,standart,165519,2,naqd,yakunlangan,4.5,331038
TK-11347,pakhtakor vs lokomotiv,futbol,milliy stadion,2026-05-10,2026-04-20,samarqand,standart,135827,1,qr,yakunlangan,4.4,135827
TK-11007,pakhtakor vs lokomotiv,futbol,milliy stadion,2026-05-10,2026-04-02,buxoro,vip,438192,1,naqd,kutilmoqda,,438192
TK-10355,navruz gala shou,konsert,humo arena,2026-03-21,2026-02-17,andijon,fan,76122,1,naqd,qaytarilgan,,76122
TK-11003,jasur umirov,konsert,uzbekiston konsert zali,2026-04-12,2026-03-31,xorazm,fan,68994,2,qr,yakunlangan,4.7,137988
TK-10682,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-05-13,andijon,standart,154211,3,qr,yakunlangan,4.7,462633
TK-10827,ulugbek rahmatullayev,konsert,humo arena,22.03.2026,2026-03-18,xorazm,standart,164751,3,naqd,qaytarilgan,,494253
TK-12326,navruz gala shou,konsert,humo arena,2026-03-21,2026-02-12,farg'ona,vip,466068,2,naqd,yakunlangan,4.6,932136
TK-10984,qxl stand-up show,stendap,hysteria club,26.04.2026,2026-04-06,toshkent,standart,163695,2,karta,qaytarilgan,,327390
TK-11233,navruz gala shou,konsert,humo arena,2026-03-21,2026-03-19,xorazm,standart,130690,3,naqd,kutilmoqda,,392070
TK-12156,qxl stand-up show,stendap,hysteria club,2026-04-26,2026-03-28,toshkent,standart,142225,3,naqd,yakunlangan,3.8,426675
TK-10140,pakhtakor vs lokomotiv,futbol,milliy stadion,10.05.2026,2026-03-17,namangan,standart,132548,4,karta,yakunlangan,3.6,530192
TK-10217,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-03-14,qashqadaryo,vip,446187,4,qr,qaytarilgan,,1784748
TK-12083,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-04-19,farg'ona,fan,90605,4,naqd,yakunlangan,4.1,362420
TK-11713,sevinch mominova,konsert,humo arena,2026-03-15,2026-02-10,qashqadaryo,fan,100757,1,qr,yakunlangan,3.5,100757
TK-12314,sevinch mominova,konsert,humo arena,2026-03-15,2026-01-18,farg'ona,vip,435998,1,qr,yakunlangan,4.4,435998
TK-11761,navruz gala shou,konsert,humo arena,21.03.2026,2026-02-20,andijon,standart,138622,3,karta,qaytarilgan,,415866
TK-11871,ulugbek rahmatullayev,konsert,humo arena,22.03.2026,2026-02-16,xorazm,vip,455938,1,naqd,qaytarilgan,5.0,455938
TK-10022,shaxlo ismoilova,konsert,humo arena,19.04.2026,2026-04-10,qashqadaryo,standart,167926,2,qr,yakunlangan,4.4,335852
TK-10711,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-03-30,samarqand,standart,153751,3,qr,yakunlangan,3.8,461253
TK-11157,navruz gala shou,konsert,humo arena,21.03.2026,2026-02-28,buxoro,vip,435452,1,qr,yakunlangan,3.6,435452
TK-12378,doniyor otajonov,konsert,uzbekiston konsert zali,03.05.2026,2026-04-29,andijon,fan,101064,4,naqd,kutilmoqda,,404256
TK-10871,qxl stand-up show,stendap,hysteria club,2026-04-26,2026-03-03,andijon,fan,63628,3,karta,yakunlangan,4.2,190884
TK-11512,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-03-29,farg'ona,fan,90697,2,qr,yakunlangan,4.8,181394
TK-10010,pakhtakor vs lokomotiv,futbol,milliy stadion,2026-05-10,2026-04-06,qashqadaryo,fan,93243,2,qr,qaytarilgan,,186486
TK-11804,pakhtakor vs lokomotiv,futbol,milliy stadion,2026-05-10,2026-04-14,xorazm,vip,449834,2,qr,qaytarilgan,,899668
TK-12395,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-04-13,namangan,fan,80032,3,karta,yakunlangan,4.2,240096
TK-11755,pakhtakor vs lokomotiv,futbol,milliy stadion,2026-05-10,2026-05-03,qashqadaryo,vip,468343,4,qr,yakunlangan,4.0,1873372
TK-11315,jasur umirov,konsert,uzbekiston konsert zali,12.04.2026,2026-03-07,toshkent,vip,434511,2,qr,qaytarilgan,,869022
TK-10754,shaxlo ismoilova,konsert,humo arena,2026-04-19,2026-03-15,andijon,vip,437908,1,naqd,yakunlangan,4.9,437908
TK-10626,jasur umirov,konsert,uzbekiston konsert zali,2026-04-12,2026-03-14,qashqadaryo,fan,84849,4,naqd,yakunlangan,4.9,339396
TK-11789,pakhtakor vs lokomotiv,futbol,milliy stadion,2026-05-10,2026-04-18,xorazm,vip,463184,2,qr,yakunlangan,4.9,926368
TK-10129,muhabbat shamayeva,konsert,uzbekiston konsert zali,2026-05-17,2026-04-23,qashqadaryo,fan,96735,3,karta,kutilmoqda,,290205
TK-10843,navruz gala shou,konsert,humo arena,21.03.2026,2026-03-02,andijon,standart,145478,2,naqd,yakunlangan,4.0,290956
TK-10323,ulugbek rahmatullayev,konsert,humo arena,2026-03-22,2026-02-06,namangan,fan,82690,4,karta,kutilmoqda,,330760
TK-12181,navruz gala shou,konsert,humo arena,2026-03-21,2026-02-27,toshkent,fan,103987,2,qr,qaytarilgan,,207974
TK-11499,pakhtakor vs lokomotiv,futbol,milliy stadion,2026-05-10,2026-04-22,toshkent,standart,162802,2,qr,yakunlangan,4.6,325604
TK-11284,qxl stand-up show,stendap,hysteria club,26.04.2026,2026-04-08,xorazm,vip,451917,4,karta,qaytarilgan,,1807668
TK-12460,pakhtakor vs lokomotiv,futbol,milliy stadion,2026-05-10,2026-04-03,xorazm,vip,434898,4,naqd,yakunlangan,3.6,1739592
TK-10014,sevinch mominova,konsert,humo arena,15.03.2026,2026-03-07,samarqand,fan,62915,4,karta,yakunlangan,4.5,251660
TK-10947,ulugbek rahmatullayev,konsert,humo arena,22.03.2026,2026-02-07,andijon,standart,147133,4,karta,yakunlangan,4.4,588532
TK-10215,doniyor otajonov,konsert,uzbekiston konsert zali,2026-05-03,2026-04-02,toshkent,fan,61188,4,karta,yakunlangan,4.6,244752
TK-12383,ulugbek rahmatullayev,konsert,humo arena,22.03.2026,2026-02-16,samarqand,standart,178648,2,qr,kutilmoqda,,357296
TK-12008,shaxlo ismoilova,konsert,humo arena,2026-04-19,2026-04-02,namangan,fan,85930,1,qr,yakunlangan,4.4,85930
TK-11182,qxl stand-up show,stendap,hysteria club,2026-04-26,2026-03-23,andijon,vip,452233,4,karta,yakunlangan,3.7,1808932
TK-11709,doniyor otajonov,konsert,uzbekiston konsert zali,03.05.2026,2026-03-19,xorazm,fan,84923,3,qr,yakunlangan,5.0,254769
